Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,,KIN PE 16A,3568,EASTCOTT M B,15.0,,,,,,,,,,3.0,18
,,KIN PE 16B,3622,EASTCOTT M B,3.0,,,,,,,,,,1.0,4
,,KIN PE 17,2661,STRONG L M,12.0,,,,,,,1.0,,,3.0,16
,,KIN PE 19C,2666,BARNETT R T,5.0,1.0,,,1.0,,,,,,1.0,8
,,,2670,OCAMPO J M,4.0,,,,,1.0,,,,,2.0,7
,,KIN PE 19E,2671,CHAVEZ E C,14.0,1.0,,1.0,,,,,,,2.0,18
,,,4152,HUNER K A,8.0,,,,,,,,,,2.0,10
,,KIN PE 34A,2674,BAGHDASARIAN G,16.0,3.0,,,1.0,,,1.0,,,1.0,22
,,KIN PE 34B,2675,BAGHDASARIAN G,1.0,,,,,,,,,,,1
,,KIN PE 34C,2676,BAGHDASARIAN G,1.0,,,,,,,,,,,1
,,KIN PE 34D,2677,BAGHDASARIAN G,,,,,1.0,,,,,,,1
,,KIN PE 41W,2678,EASTCOTT M B,3.0,1.0,,,3.0,,,,,,,7
,,,2679,EASTCOTT M B,10.0,4.0,,,3.0,,,,,,1.0,18
,,KIN PE 45A,2680,DRUCKMAN C J,10.0,,,,,,,,,,2.0,12
,,KIN PE 45B,2681,DRUCKMAN C J,1.0,1.0,,,,,,,,,1.0,3
,,KIN PE 48A,2682,CASCINO N V,16.0,3.0,2.0,,,,,,,,4.0,25
,,KIN PE 48B,2683,SHIMA T H,14.0,1.0,1.0,,,1.0,,,,,2.0,19
,,,3559,KING R L,10.0,,,,,1.0,,,,,4.0,15
,,KIN PE 48C,2684,CONTARSY S A,6.0,,,,,1.0,,,,,5.0,12
,,,2687,CASCINO N V,8.0,1.0,,1.0,,1.0,,,,,2.0,13
,,,2688,KING R L,5.0,,,,,,,,,,1.0,6
,,KIN PE 48D,2689,CONTARSY S A,3.0,,,,,,,,,,3.0,6
,,KIN PE 51A,2693,KING R L,18.0,,,,,1.0,,,,,1.0,20
,,KIN PE 54A,2697,GOLDENSON R M,11.0,,,,1.0,2.0,,,,,5.0,19
,,KIN PE 54B,2698,GOLDENSON R M,3.0,,,,,,,,,,,3
,,KIN PE 54C,2699,GOLDENSON R M,8.0,,,,,,,,,,3.0,11
,,KIN PE 54D,2700,GOLDENSON R M,5.0,,,,,1.0,,,,,,6
,,KIN PE 56A,3509,SILVA L,16.0,,1.0,,4.0,,,,,,3.0,24
,,KIN PE 56B,2702,SILVA L,4.0,1.0,,,,,,,,,2.0,7
,,KIN PE 57B,3498,ZAMIR L,8.0,3.0,,,,,,,,,,11
,,KIN PE 57C,3499,ZAMIR L,15.0,,,,,,,,,,7.0,22
,,KIN PE 58A,2703,BENNETT J L,11.0,3.0,3.0,,1.0,,,1.0,,,3.0,22
,,,2704,BENNETT J L,7.0,,1.0,2.0,1.0,,1.0,,,,4.0,16
,,,2705,CHAVEZ E C,9.0,1.0,,3.0,,,,,,,1.0,14
,,,2706,CHAVEZ E C,15.0,,,1.0,,,,,,,2.0,18
,,,2707,HUNER K A,3.0,2.0,,,2.0,,,,,,2.0,9
,,,3488,BENNETT J L,6.0,3.0,1.0,,,,,,,,2.0,12
,,KIN PE 58B,2712,BENNETT J L,3.0,,1.0,,,1.0,1.0,,,,4.0,10
,,,2713,CHAVEZ E C,5.0,,,,,,,,,,,5
,,,3486,HOTSINPILLER S S,5.0,1.0,1.0,1.0,2.0,,,1.0,,,2.0,13
,,,3563,HUNER K A,2.0,2.0,,,1.0,,,,,,1.0,6
,,,3653,HUNER K A,1.0,,,,,,,,,,,1
,,KIN PE 58C,3487,HOTSINPILLER S S,1.0,1.0,,,,,,,,,,2
,,,3564,HUNER K A,4.0,,,,,,,,,,1.0,5
,,,3652,HUNER K A,2.0,,,,,,,,,,1.0,3
,,KIN PE 59A,2722,OWENS K,15.0,3.0,,,,1.0,,,,,5.0,24
,,KIN PE 59B,2723,OWENS K,9.0,1.0,,,,,,,,,1.0,11
,,KIN PE 59C,2725,OWENS K,3.0,,,,,,,,,,1.0,4
,,KIN PE 88A,2727,ROQUE E M,6.0,,,,,,,,,,,6
,,KIN PE 88B,2728,ROQUE E M,1.0,,,,,,,,,,,1
,PRO CR,PRO CR  6A,3283,LEDWITH K F,14.0,6.0,1.0,2.0,6.0,,,,,,1.0,30
,,PRO CR 10,3285,THOMAS J L,16.0,6.0,4.0,,3.0,,,,,,2.0,31
,,,3286,THOMAS J L,17.0,3.0,3.0,,1.0,,,,,,6.0,30
,,,3287,HANK M E,5.0,4.0,2.0,1.0,1.0,,,,,,10.0,23
,,PRO CR 11,3288,BECKMAN M,4.0,4.0,7.0,1.0,1.0,,,1.0,,,3.0,21
,,PRO CR 12,3289,SHIMA T H,3.0,,,,2.0,,,,,,1.0,6
,,PRO CR 15,3290,LEDWITH K F,19.0,5.0,2.0,,8.0,,,,,,6.0,40
,,PRO CR 19,3291,THOMAS J L,3.0,,,,1.0,,,,,,4.0,8
,VAR PE,VAR PE  9V,3456,THOMAS J L,19.0,,,,,,,,,,2.0,21
,,VAR PE  9W,3457,STRONG L M,8.0,,,,,,,,,,2.0,10
,,VAR PE 11A,3458,MOSICH N W,16.0,,1.0,,,,,,,,1.0,18
,,VAR PE 11B,3460,HANK M E,15.0,,,,,,,,,,2.0,17
,,VAR PE 14V,3461,BARRON E A,8.0,,,,,,,,,,,8
,,VAR PE 14W,3462,BARRON E A,4.0,,,,,,,,,,,4
,,VAR PE 21V,3463,ADAMS D S,18.0,1.0,,,,,,,,,1.0,20
,,,4303,LEDWITH K F,44.0,,,,,,,,,,3.0,47
,,VAR PE 43V,3464,PIERCE T L,31.0,,,,,,,,,,,31
,,VAR PE 43W,3465,BENDITSON A,23.0,,,,,,,,,,2.0,25
,,VAR PE 50V,3466,ESKRIDGE B M,20.0,,,,,,,,,,,20
,,VAR PE 50W,3467,ESKRIDGE B M,11.0,,,,,,,,,,2.0,13
,,VAR PE 57W,3468,DOUGLAS T B JR,15.0,,,,,,,,,,1.0,16
,,VAR PE 60,3469,DRUCKMAN C J,3.0,,,,,,,,,,,3
,,,3470,THOMAS J L,2.0,,,,,,,,,,,2
,,,3554,ZAMIR L,1.0,1.0,,,,,,,,,,2
Library,LIBR,LIBR    1,2732,CARPENTER M K,6.0,4.0,,,4.0,,,,,,4.0,18
,,,2733,ANTRIM B S,13.0,3.0,2.0,,1.0,,,,,,1.0,20
,,,2734,ANTRIM B S,16.0,2.0,2.0,2.0,10.0,1.0,1.0,,,,5.0,39
,,,2735,BAUTISTA C,17.0,2.0,,1.0,1.0,2.0,,,,,2.0,25
Life Science,ANATMY,ANATMY  1,1120,JOHNSON JA J,5.0,5.0,7.0,,3.0,,,,,,7.0,27
,,,1121,HUTCHINSON S C,8.0,6.0,,,,,,,,,17.0,31
,,,1122,WISSMANN P B,2.0,2.0,1.0,1.0,5.0,,,,,,12.0,23
,,,1123,NGO-HAZELETT P,2.0,3.0,,4.0,2.0,,,,,,19.0,30
,,,1124,OLSEN B D,,1.0,2.0,,5.0,,,,,,18.0,26
,,,1125,BUTTERWORTH P R,1.0,2.0,3.0,1.0,4.0,,,,,,15.0,26
,,,1126,GRANT C,4.0,6.0,5.0,3.0,,,,,,,15.0,33
,,,1127,WISSMANN P B,,1.0,,,,,,,,,20.0,21
,,,1128,WISSMANN P B,6.0,5.0,2.0,2.0,2.0,,,,,,5.0,22
,,,1129,YOUSEF N M,2.0,4.0,5.0,,1.0,,,,,,18.0,30
,,,1130,WILLIAMS R R,3.0,4.0,3.0,1.0,3.0,,1.0,,,,15.0,30
,,,1131,PHAM D,2.0,5.0,5.0,4.0,4.0,,,,,,7.0,27
,,,1132,NGO-HAZELETT P,,4.0,6.0,4.0,1.0,,1.0,,,,17.0,33
,,,4006,PERKINS K K,13.0,8.0,2.0,,,,,,,,7.0,30
,,,4007,PERKINS K K,6.0,8.0,3.0,1.0,1.0,,,,,,7.0,26
,,,4008,ULRICH B N,4.0,12.0,3.0,,2.0,,,,,,6.0,27
,,,4009,LE M K,3.0,10.0,3.0,1.0,4.0,1.0,,,,,6.0,28
,BIOL,BIOL    2,1270,ULRICH B N,5.0,10.0,5.0,1.0,11.0,,,,,,8.0,40
,,,1271,JOHNSON K,3.0,11.0,8.0,4.0,5.0,,,1.0,,,9.0,41
,,,1272,BOBER M A,1.0,7.0,8.0,6.0,,1.0,,,,,14.0,37
,,,1274,BOBER M A,4.0,9.0,9.0,2.0,2.0,,,,,,9.0,35
,,,1275,DAI Z J,11.0,9.0,6.0,5.0,9.0,,,,,,2.0,42
,,,1276,JOHNSON JA J,13.0,1.0,5.0,,1.0,,,,,,4.0,24
,,,1277,CHEN T T,4.0,5.0,6.0,1.0,4.0,,,,,,7.0,27
,,,1278,CHEN T T,6.0,9.0,5.0,1.0,6.0,,,,,,5.0,32
,,,1279,HUTCHINSON S C,5.0,3.0,2.0,3.0,,2.0,,,,,14.0,29
,,,1280,SAKURAI D S,4.0,5.0,5.0,5.0,3.0,,1.0,,,,6.0,29
,,BIOL    3,1281,KIM-RAJAB O S,6.0,6.0,2.0,1.0,1.0,1.0,,,,,10.0,27
,,,1283,VON DER OHE C G,12.0,5.0,,,,2.0,,,,,2.0,21
,,,1284,RAYMER P C,10.0,4.0,4.0,2.0,,1.0,2.0,,,,7.0,30
,,,1285,JAYACHANDRAN S,6.0,7.0,4.0,1.0,1.0,,,,,,3.0,22
,,,1286,JORDAN E A,12.0,3.0,4.0,,3.0,,,,,,5.0,27
,,,1287,JORDAN E A,4.0,7.0,5.0,,5.0,,,,,,8.0,29
,,,1288,FENNOY S L,4.0,6.0,12.0,,2.0,,,,,,2.0,26
,,,1289,FENNOY S L,3.0,7.0,6.0,1.0,1.0,1.0,,,,,5.0,24
,,,1290,NICHOLS L B,9.0,6.0,4.0,,2.0,2.0,,,,,7.0,30
,,,1291,BAKER E H,2.0,7.0,6.0,,3.0,1.0,,,,,10.0,29
,,,1292,KIM-RAJAB O S,1.0,8.0,5.0,,2.0,,1.0,,,,10.0,27
,,,1293,KIM-RAJAB O S,2.0,2.0,5.0,1.0,5.0,,,,,,13.0,28
,,,1298,LEE S I,10.0,5.0,7.0,1.0,4.0,2.0,,,,,1.0,30
,,,1299,LEE S I,4.0,7.0,7.0,,3.0,,,,,,5.0,26
,,,3489,RAYMER P C,8.0,8.0,6.0,1.0,1.0,,,,,,4.0,28
,,,3500,COURTNEY A,25.0,7.0,,,,,,,,,,32
,,,3501,COURTNEY A,26.0,3.0,1.0,,,,,,,,,30
,,,3667,WENGELER W R,5.0,6.0,6.0,1.0,,1.0,,,,,8.0,27
,,,4023,CHEN T T,3.0,8.0,3.0,,2.0,,1.0,,,,5.0,22
,,,4024,AUSTIN D C,3.0,3.0,3.0,2.0,5.0,1.0,,,,,1.0,18
,,,4025,KAY B W,5.0,5.0,3.0,3.0,3.0,,,1.0,,,3.0,23
,,,4027,CHEN T T,4.0,4.0,5.0,1.0,1.0,,,,,,3.0,18
,,BIOL    9,1300,MEYER A E,7.0,6.0,2.0,,3.0,,,1.0,,,10.0,29
,,,1301,DAVIS H A,20.0,2.0,2.0,1.0,,,,,,,4.0,29
,,,1302,MEYER A E,15.0,5.0,2.0,2.0,2.0,,1.0,2.0,,,13.0,42
,,,1303,SAKURAI D S,4.0,4.0,5.0,,,,,,,,6.0,19
,,BIOL   10,1306,RAYMER P C,5.0,7.0,1.0,1.0,,,,,,,11.0,25
,,BIOL   15,1307,BAGHDASARIAN G,1.0,6.0,7.0,2.0,4.0,,,,,,7.0,27
,,,1308,BAGHDASARIAN G,10.0,2.0,2.0,1.0,,1.0,,,,,10.0,26
,,,1309,BAGHDASARIAN G,4.0,3.0,1.0,,5.0,,,,,,10.0,23
,,BIOL   15N,1310,WALL C B,6.0,7.0,4.0,3.0,1.0,,,,,,5.0,26
,,BIOL   21,1312,DENMON A P,,3.0,5.0,,2.0,,,1.0,,,7.0,18
,,,1313,LEE S I,15.0,8.0,4.0,,1.0,,,,,,5.0,33
,,,1314,SCURIC Z,9.0,7.0,4.0,,1.0,,,,,1.0,8.0,30
,,,1315,DENMON A P,1.0,3.0,4.0,2.0,4.0,,1.0,,,,8.0,23
,,BIOL   22,1316,BOBER M A,2.0,3.0,2.0,2.0,1.0,,,,,,2.0,12
,,,1317,SCURIC Z,2.0,15.0,9.0,,1.0,,,1.0,,,4.0,32
,,,1318,VAGIN O,6.0,7.0,5.0,,,,,1.0,,,10.0,29
,,BIOL   23,1319,BAKER E H,5.0,3.0,2.0,,,,,,,,8.0,18
,,,1320,BAKER E H,5.0,3.0,3.0,,,,,,,,7.0,18
,,BIOL   88A,3711,TOWER J A,1.0,,,,,,,,,,,1
,BOTANY,BOTANY  1,1321,BERBEO A E,17.0,7.0,3.0,,,,,,,,3.0,30
,,,1322,HAGHIGHAT M,15.0,1.0,1.0,2.0,2.0,,,,,,7.0,28
,,,1323,HAGHIGHAT M,16.0,3.0,1.0,,,,,,,,5.0,25
,,,1324,DAVIS H A,13.0,2.0,3.0,,3.0,,1.0,,,,3.0,25
,MCRBIO,MCRBIO  1,2939,KANJANAPANGKA J,5.0,8.0,4.0,1.0,,,,,,,6.0,24
,,,2941,YATES D C,13.0,8.0,2.0,,,,,,,,1.0,24
,,,2942,KLUCKHOHN JONES L,5.0,11.0,4.0,,,,,,,,4.0,24
,,,2943,GUPTA R K,21.0,1.0,2.0,,,,,,,,,24
,,,4219,PEPPER E D,19.0,7.0,,1.0,,,,,,,,27
,NUTR,NUTR    1,3106,KIGOZI J,3.0,7.0,5.0,3.0,5.0,,,,,,10.0,33
,,,3107,GONZALEZ C L,7.0,8.0,7.0,3.0,2.0,,,,,,12.0,39
,,,3108,NOVAK D S,7.0,17.0,6.0,,,,,,,,8.0,38
,,,3109,MERCER J E,5.0,3.0,4.0,2.0,9.0,,,,,,7.0,30
,,,3110,GONZALEZ C L,5.0,7.0,3.0,1.0,5.0,,,,,,15.0,36
,,,3113,NOVAK D S,10.0,16.0,1.0,1.0,,,,,,,8.0,36
,,,3114,GONZALEZ C L,5.0,5.0,2.0,3.0,,,,,,,5.0,20
,,,3115,GONZALEZ C L,11.0,2.0,4.0,1.0,1.0,,,,,,6.0,25
,,,3116,GONZALEZ C L,4.0,5.0,3.0,1.0,2.0,,,,,,3.0,18
,,,3117,MERCER J E,4.0,8.0,3.0,4.0,3.0,,1.0,,,,7.0,30
,,,3118,ACKERSON A K,13.0,10.0,6.0,2.0,4.0,,,,,,6.0,41
,,,3120,MERCER J E,9.0,5.0,4.0,4.0,4.0,,,,,,5.0,31
,,,3512,RICHWINE D R,19.0,10.0,2.0,,2.0,,,,,,7.0,40
,,,3549,RICHWINE D R,20.0,8.0,4.0,,,,,,,,7.0,39
,,,3550,RICHWINE D R,20.0,9.0,3.0,1.0,1.0,1.0,,,,,9.0,44
,,NUTR    4,3121,NOVAK D S,16.0,5.0,3.0,,,,,,,,7.0,31
,,NUTR    7,3122,ABICH M L,17.0,12.0,3.0,2.0,1.0,2.0,,,,,2.0,39
,,,3123,ABICH M L,20.0,11.0,4.0,,1.0,1.0,,,,,2.0,39
,,NUTR    8,3124,BECKWITH S E,8.0,3.0,,,2.0,,,,,,4.0,17
,PHYS,PHYS    3,3206,ELLIS C L,3.0,2.0,3.0,3.0,,,,,,,9.0,20
,,,3207,GRANT C,2.0,5.0,3.0,4.0,1.0,,,,,,3.0,18
,,,3208,VON DER OHE C G,10.0,5.0,6.0,1.0,,,,,,,,22
,,,3209,VON DER OHE C G,15.0,4.0,3.0,,,,,,,,2.0,24
,,,3211,ELLIS C L,4.0,,,5.0,5.0,,,,,,5.0,19
,,,3212,ELLIS C L,4.0,1.0,,3.0,1.0,,,,,,8.0,17
,,,3213,PHAM D,,8.0,6.0,1.0,2.0,,,,,,2.0,19
,,,3214,PHAM D,2.0,5.0,4.0,,2.0,,,,,,3.0,16
,,,4260,FICKBOHM D J,4.0,5.0,3.0,,1.0,,,,,,6.0,19
,,,4261,FICKBOHM D J,4.0,4.0,3.0,3.0,1.0,,,,,,5.0,20
,ZOOL,ZOOL    5,3482,JOHNSON K,11.0,10.0,2.0,1.0,1.0,1.0,,,,,,26
,,,3483,FOX C H,12.0,9.0,,3.0,2.0,2.0,,,,,3.0,31
,,,3484,FOX C H,9.0,6.0,5.0,1.0,2.0,,,,,,3.0,26
Math,MATH,MATH    1,2741,ROSS K R,,,,,,13.0,5.0,,,,3.0,21
,,,2743,OUELLETTE K R,,,,,,13.0,6.0,,,,1.0,20
,,,2744,MIANO I A,,,,,,9.0,17.0,,,,4.0,30
,,,2745,QUEVEDO J M,,,,,,5.0,4.0,4.0,,,4.0,17
,,,2746,MUSSELMAN M J,,,,,,12.0,1.0,,,,5.0,18
,,MATH   1B,2815,ROSS K R,,,,,,3.0,1.0,,,,2.0,6
,,,2817,OUELLETTE K R,,,,,,5.0,3.0,,,,1.0,9
,,,2818,MIANO I A,,,,,,2.0,1.0,,,,1.0,4
,,,2819,QUEVEDO J M,,,,,,2.0,2.0,,,,,4
,,,2820,MUSSELMAN M J,,,,,,6.0,1.0,,,,4.0,11
,,MATH   1C,2821,ROSS K R,,,,,,1.0,,,,,,1
,,,2824,MIANO I A,,,,,,1.0,,,,,,1
,,,2825,QUEVEDO J M,,,,,,,1.0,1.0,,,,2
,,,2826,MUSSELMAN M J,,,,,,,1.0,,,,,1
,,MATH    2,2747,QUEVEDO J M,4.0,1.0,,,8.0,,,,,,16.0,29
,,,2748,FOSTER M,5.0,3.0,7.0,,4.0,,,,,,5.0,24
,,,2749,JAHANGARD E,4.0,2.0,5.0,1.0,7.0,,,,,,13.0,32
,,,2750,HONG A M,,,,,6.0,,1.0,,,,12.0,19
,,,2751,BOOSHERI S G,3.0,5.0,4.0,2.0,9.0,,,,,1.0,9.0,33
,,,2753,HARJUNO T,1.0,3.0,3.0,2.0,3.0,,,,,,16.0,28
,,,2754,RODAS B G,5.0,6.0,4.0,,,,,,,,7.0,22
,,,2755,LEE P H,2.0,,2.0,1.0,4.0,,,,,,19.0,28
,,,2756,PHUA N,3.0,5.0,,,6.0,,,,,,19.0,33
,,,2757,OUELLETTE K R,4.0,3.0,5.0,3.0,9.0,,1.0,,,,10.0,35
,,,2758,SOLEYMANI S,9.0,8.0,3.0,5.0,6.0,,1.0,,,1.0,8.0,41
,,,2759,RAHNAVARD M H,5.0,7.0,7.0,1.0,4.0,,,,,,10.0,34
,,,2760,HARJUNO T,,,2.0,1.0,4.0,,,,,,24.0,31
,,,2761,SMITH S P,4.0,3.0,,2.0,3.0,1.0,,,,,26.0,39
,,,2762,LAN H,9.0,3.0,4.0,1.0,4.0,1.0,,,,,11.0,33
,,,2763,BASKAUSKAS V A,4.0,9.0,7.0,,8.0,1.0,,,,,8.0,37
,,,2764,SOLEYMANI S,6.0,4.0,3.0,8.0,2.0,1.0,,,,,8.0,32
,,,2765,BOOSHERI S G,9.0,6.0,2.0,2.0,5.0,,,,,,8.0,32
,,,2766,CHENG T T,3.0,5.0,5.0,2.0,7.0,,1.0,,,,17.0,40
,,,2767,ENGLAND A M,2.0,6.0,7.0,1.0,5.0,,,,,,12.0,33
,,,2769,ENGLAND A M,6.0,3.0,2.0,5.0,3.0,2.0,,,,,11.0,32
,,,4158,CHAN H J,1.0,8.0,1.0,3.0,3.0,,,,,,12.0,28
,,,4159,NESTLER A E,,,2.0,,5.0,,,,,,21.0,28
,,,4160,RAMSEY E D,5.0,7.0,4.0,,5.0,,2.0,,,,13.0,36
,,,4161,KARKAFI R H,4.0,,,,6.0,2.0,1.0,,,,23.0,36
,,,4162,GROLLMUS D P,7.0,5.0,1.0,1.0,9.0,1.0,2.0,,,,12.0,38
,,,4164,LIAO G,23.0,6.0,5.0,1.0,2.0,,,2.0,,,5.0,44
,,MATH   2C,2855,QUEVEDO J M,,,,,,5.0,8.0,,,,16.0,29
,,,2856,JAHANGARD E,,,,,,11.0,8.0,,,,13.0,32
,,,2857,PHUA N,,,,,,8.0,6.0,,,,19.0,33
,,,2858,LEE P H,,,,,,4.0,5.0,,,,19.0,28
,,,2859,OUELLETTE K R,,,,,,12.0,13.0,,,,10.0,35
,,,2860,SOLEYMANI S,,,,,,14.0,10.0,,,,8.0,32
,,,2861,BOOSHERI S G,,,,,,17.0,7.0,,,,8.0,32
,,,2862,BOOSHERI S G,,,,,,12.0,11.0,,,1.0,9.0,33
,,,4192,CHAN H J,,,,,,10.0,6.0,,,,12.0,28
,,,4193,NESTLER A E,,,,,,2.0,5.0,,,,21.0,28
,,MATH    3,2770,JIMENEZ B S,2.0,4.0,7.0,3.0,1.0,,,,,,10.0,27
,,,2773,HERICHI H,4.0,2.0,3.0,2.0,6.0,,,,,,18.0,35
,,,2774,HONG A M,1.0,1.0,,1.0,9.0,,,,,,9.0,21
,,,2775,JIANG J,15.0,7.0,6.0,,5.0,,,,,,5.0,38
,,,2776,LIN B,2.0,3.0,,2.0,8.0,,1.0,,,,6.0,22
,,,3607,TRAN C D,1.0,,3.0,3.0,8.0,,,,,,13.0,28
,,MATH   3C,2867,JIMENEZ B S,,,,,,13.0,4.0,,,,10.0,27
,,,2868,HERICHI H,,,,,,9.0,8.0,,,,18.0,35
,,,2869,HONG A M,,,,,,2.0,10.0,,,,9.0,21
,,,3608,TRAN C D,,,,,,4.0,11.0,,,,13.0,28
,,MATH    4,2777,NGUYEN D T,2.0,1.0,1.0,1.0,5.0,,,,,,8.0,18
,,,2778,SANTOS J,4.0,8.0,8.0,3.0,9.0,,,,,,4.0,36
,,,2779,GRAVES L P,2.0,4.0,2.0,2.0,2.0,,,,,,21.0,33
,,,2781,HUANG C Y,19.0,13.0,4.0,,3.0,,,,,,5.0,44
,,,2782,NGUYEN D T,4.0,2.0,,1.0,4.0,,1.0,,,,7.0,19
,,,4165,KIM J J,3.0,3.0,1.0,2.0,6.0,1.0,,,,1.0,14.0,31
,,MATH   4C,2870,SANTOS J,,,,,,20.0,12.0,,,,4.0,36
,,,2871,GRAVES L P,,,,,,8.0,4.0,,,,21.0,33
,,,4195,KIM J J,,,,,,8.0,8.0,,,1.0,14.0,31
,,MATH    7,2784,KONYA W,2.0,2.0,,1.0,3.0,,1.0,,,,14.0,23
,,,2785,HONG A M,,,1.0,2.0,5.0,,,,,,20.0,28
,,,2786,CARTY B,6.0,2.0,1.0,3.0,4.0,,,,,1.0,25.0,42
,,,2787,LAN H,8.0,8.0,7.0,,3.0,,,,,,14.0,40
,,,2788,LUI-MARTINEZ KR D,14.0,6.0,2.0,3.0,4.0,,,,,,13.0,42
,,,2789,LAI I,8.0,3.0,6.0,,2.0,,,,,,25.0,44
,,,2790,HANCOCK M D,9.0,7.0,1.0,1.0,1.0,,,,,,5.0,24
,,,2791,KAMIN G,4.0,7.0,1.0,2.0,6.0,,2.0,,,,18.0,40
,,,2792,KIM SU,10.0,9.0,2.0,7.0,3.0,,,,,,9.0,40
,,,2793,BASKAUSKAS V A,3.0,6.0,11.0,3.0,4.0,,,,,,6.0,33
,,,2794,WANG J D,1.0,1.0,2.0,,8.0,,,,,,11.0,23
,,,2795,MAN S,27.0,8.0,3.0,,,,,,,,1.0,39
,,,2796,CARTY B,7.0,1.0,2.0,1.0,1.0,,,,,,15.0,27
,,,2797,LIN B,5.0,10.0,2.0,2.0,2.0,,1.0,,,,4.0,26
,,,4166,LUI-MARTINEZ KR D,9.0,9.0,5.0,2.0,3.0,,,,,,14.0,42
,,,4170,DOKOS P,7.0,9.0,3.0,6.0,,,1.0,,,,9.0,35
,,,4171,MANOOKIAN N,18.0,6.0,4.0,,4.0,,,,,,8.0,40
,,MATH    8,2798,SOLEYMANI S,5.0,9.0,2.0,6.0,2.0,,,,,,19.0,43
,,,2799,DOKOS P,5.0,11.0,7.0,2.0,,,,,,,16.0,41
,,,2801,KAMIN G,7.0,12.0,2.0,,3.0,,,2.0,,,15.0,41
,,,2802,WANG J D,7.0,5.0,2.0,,3.0,,,,,,15.0,32
,,,4172,SARKSSIAN H,4.0,5.0,7.0,2.0,4.0,,,,,,16.0,38
,,,4173,EMERSON A J,1.0,1.0,2.0,3.0,2.0,,1.0,,,,14.0,24
,,,4174,SARKSSIAN H,5.0,7.0,4.0,3.0,4.0,,,,,,11.0,34
,,,4175,FRY G P,2.0,2.0,3.0,1.0,1.0,,,,,1.0,15.0,25
,,,4176,ASKARIAN S N,2.0,7.0,2.0,1.0,1.0,,,,,,3.0,16
,,,4177,KIM SU,17.0,6.0,5.0,4.0,4.0,,,,,,5.0,41
,,MATH   10,4178,CARLSON K D,7.0,6.0,2.0,2.0,2.0,,,,,,14.0,33
,,MATH   11,2804,HERICHI H,24.0,12.0,2.0,,2.0,,,,,,5.0,45
,,,2805,PACHAS-FLORES W,3.0,2.0,2.0,2.0,4.0,,,,,,8.0,21
,,,2806,LAI I,10.0,9.0,7.0,4.0,1.0,,,,,,13.0,44
,,,4179,NESTLER A E,1.0,1.0,1.0,,,,,,,,15.0,18
,,MATH   13,2807,HERICHI H,25.0,2.0,1.0,,2.0,,,,,,2.0,32
,,,2808,MALDAGUE J,25.0,5.0,2.0,,,,,,,,3.0,35
,,,2809,OUELLETTE K R,8.0,8.0,1.0,,2.0,,,,,,14.0,33
,,,4180,ASKARIAN S N,5.0,1.0,1.0,,1.0,,,,,,9.0,17
,,MATH   15,2812,MALDAGUE J,22.0,13.0,2.0,,1.0,,,,,,8.0,46
,,,2813,NESTLER A E,,2.0,2.0,,1.0,,,,,,11.0,16
,,MATH   18,2814,TSVIKYAN A,4.0,4.0,2.0,,1.0,,,,,,9.0,20
,,,4181,BRONIE B L,2.0,4.0,3.0,2.0,4.0,,,,,,15.0,30
,,MATH   20,2827,TSVIKYAN A,5.0,7.0,7.0,,5.0,,,,,,10.0,34
,,,2828,EMERSON A J,1.0,1.0,1.0,,3.0,,,3.0,,,18.0,27
,,,4182,MAKNOUNI M,4.0,6.0,2.0,1.0,5.0,,,,,,16.0,34
,,,4183,WONG J D,9.0,5.0,5.0,4.0,,1.0,,,,,16.0,40
,,,4184,EVINYAN Z,8.0,6.0,5.0,,4.0,,,,,,6.0,29
,,,4185,JIANG J,8.0,7.0,5.0,,11.0,1.0,,,,,9.0,41
,,,4186,OWAKA E A,12.0,3.0,5.0,2.0,2.0,,,,,,9.0,33
,,MATH   21,2829,CHO M,7.0,,,,8.0,,1.0,,,,24.0,40
,,,2830,EMERSON A J,2.0,,4.0,1.0,2.0,,,,,,17.0,26
,,,2831,ROSS K R,2.0,7.0,10.0,1.0,7.0,,,,,,5.0,32
,,,2832,KONYA W,1.0,1.0,1.0,3.0,6.0,,,,,,14.0,26
,,,2833,QUEVEDO J M,4.0,6.0,5.0,2.0,6.0,,,,,,10.0,33
,,,2834,LEE P H,1.0,,,,,,,,,,30.0,31
,,,2835,MUSSELMAN M J,16.0,2.0,2.0,,2.0,,,,,,8.0,30
,,,2836,KIM J J,7.0,10.0,7.0,2.0,3.0,,,,,,12.0,41
,,,2837,MAKNOUNI M,4.0,4.0,11.0,1.0,5.0,1.0,,1.0,,1.0,11.0,39
,,,2838,SIMO A L,5.0,3.0,3.0,,10.0,,1.0,,,,13.0,35
,,,2839,SIMO A L,4.0,5.0,5.0,2.0,10.0,,,,,,8.0,34
,,,4187,MAN S,20.0,4.0,3.0,,3.0,,,,,,3.0,33
,,MATH   21C,2840,KONYA W,,,,,,3.0,9.0,,,,14.0,26
,,,2841,EMERSON A J,,,,,,6.0,3.0,,,,17.0,26
,,,2842,LEE P H,,,,,,1.0,,,,,30.0,31
,,,2843,MUSSELMAN M J,,,,,,20.0,2.0,,,,8.0,30
,,,2844,SIMO A L,,,,,,11.0,11.0,,,,13.0,35
,,,2845,ROSS K R,,,,,,19.0,8.0,,,,5.0,32
